4.469129443168640137e-01 1.308797150850296021e-01 3.718316555023193359e-01 1.115257963538169861e-01 1.923651099205017090e-01 3.611264526844024658e-01 4.372890889644622803e-01 3.012933433055877686e-01 2.149205505847930908e-01 1.820100247859954834e-01 3.484965264797210693e-01 3.676930963993072510e-01 2.455811500549316406e-01 3.656302094459533691e-01 3.767162561416625977e-01 2.987514734268188477e-01 4.353607594966888428e-01 4.613402187824249268e-01 3.269230723381042480e-01 4.431733489036560059e-01 4.743942618370056152e-01 3.640582263469696045e-01 3.824857771396636963e-01 1.929796189069747925e-01 2.137195914983749390e-01 5.290278792381286621e-01 4.110013544559478760e-01 1.528982166200876236e-02 4.448770880699157715e-01 2.952229380607604980e-01 3.485915362834930420e-01 4.309139847755432129e-01 3.737835288047790527e-01 4.028073847293853760e-01 4.069637954235076904e-01 3.886192142963409424e-01 4.006259739398956299e-01 4.668169319629669189e-01 4.052109122276306152e-01 4.389323294162750244e-01 3.920529782772064209e-01 4.058009684085845947e-01 4.131944477558135986e-01 3.442581295967102051e-01 4.155204296112060547e-01 3.188512623310089111e-01 2.510956525802612305e-01 4.076326191425323486e-01 4.483749866485595703e-01 4.644491970539093018e-01 4.358757138252258301e-01 4.438520371913909912e-01 4.352349042892456055e-01 5.218735337257385254e-01 3.955223858356475830e-01 4.329106509685516357e-01 4.464678168296813965e-01
4.142737686634063721e-01 5.807872414588928223e-01 2.930570542812347412e-01 4.599879682064056396e-01 3.778492212295532227e-01 4.746119379997253418e-01 4.153085052967071533e-01 4.718441367149353027e-01 3.639618158340454102e-01 4.600790441036224365e-01 3.917736411094665527e-01 4.881364405155181885e-01 4.647372961044311523e-01 2.951091527938842773e-01 4.445296525955200195e-01 3.120220303535461426e-01 3.229966163635253906e-01 3.412932753562927246e-01 2.751409709453582764e-01 4.391103386878967285e-01 3.757668733596801758e-01 5.010803937911987305e-01 1.979536414146423340e-01 2.918072342872619629e-01 2.333470433950424194e-01 3.259417712688446045e-01 3.727020919322967529e-01 1.074546650052070618e-01 4.329268336296081543e-01 4.032213389873504639e-01 4.400958418846130371e-01 3.646073937416076660e-01 3.332533538341522217e-01 3.624577224254608154e-01 4.909216165542602539e-01 3.454047441482543945e-01 4.038167893886566162e-01 4.241022765636444092e-01 3.440290093421936035e-01 4.262203574180603027e-01 3.966842889785766602e-01 4.507760107517242432e-01 4.897817075252532959e-01 3.427397310733795166e-01 4.785836637020111084e-01 2.863405644893646240e-01 3.720653653144836426e-01 4.904669225215911865e-01 4.664354324340820312e-01 3.919111490249633789e-01 4.562043845653533936e-01 4.669826328754425049e-01 4.871217012405395508e-01 4.569515287876129150e-01 4.673246145248413086e-01 5.007708668708801270e-01 4.292022287845611572e-01
4.518583416938781738e-01 4.843982160091400146e-01 4.178639948368072510e-01 3.783926069736480713e-01 2.729907631874084473e-01 5.053854584693908691e-01 4.573580920696258545e-01 3.267877995967864990e-01 4.037638902664184570e-01 3.855384588241577148e-01 2.968906760215759277e-01 3.702986836433410645e-01 3.684352934360504150e-01 4.194191396236419678e-01 3.684627711772918701e-01 4.132394492626190186e-01 3.024857640266418457e-01 3.348135054111480713e-01 2.230818867683410645e-01 2.254127711057662964e-01 4.181997478008270264e-01 4.462191164493560791e-01 3.127668797969818115e-01 2.570806145668029785e-01 2.485169470310211182e-01 1.963249444961547852e-01 2.977340221405029297e-01 2.995452880859375000e-01 2.804428040981292725e-01 4.087912142276763916e-01 2.517760694026947021e-01 3.738437891006469727e-01 4.075640738010406494e-01 3.792625367641448975e-01 3.922043144702911377e-01 4.371954500675201416e-01 3.492225408554077148e-01 4.172077775001525879e-01 4.632415473461151123e-01 4.162614941596984863e-01 4.398625493049621582e-01 3.836805522441864014e-01 2.446272224187850952e-01 4.304996430873870850e-01 3.979890346527099609e-01 3.889819979667663574e-01 3.964546918869018555e-01 4.320897459983825684e-01 4.331087470054626465e-01 3.471090495586395264e-01 4.051544368267059326e-01 4.049459099769592285e-01 5.280928611755371094e-01 4.632101953029632568e-01 4.072685241699218750e-01 4.338302314281463623e-01 3.234095871448516846e-01
5.075187683105468750e-01 1.150147169828414917e-01 1.735644042491912842e-01 3.819206357002258301e-01 3.792840838432312012e-01 2.775695919990539551e-01 4.601770043373107910e-01 4.558018147945404053e-01 3.215715587139129639e-01 4.431853890419006348e-01 3.650940358638763428e-01 4.514851570129394531e-01 4.019328057765960693e-01 2.643818855285644531e-01 5.162961483001708984e-01 4.691303372383117676e-01 4.380236864089965820e-01 2.677902579307556152e-01 1.473125368356704712e-01 4.359999895095825195e-01 4.460128843784332275e-01 4.089751839637756348e-01 3.589149117469787598e-01 3.588888943195343018e-01 1.949579864740371704e-01 2.384364753961563110e-01 2.501025795936584473e-01 2.481335997581481934e-01 2.019944787025451660e-01 4.602118730545043945e-01 3.675878047943115234e-01 3.134638071060180664e-01 3.848167657852172852e-01 3.847624361515045166e-01 3.846421241760253906e-01 3.212655782699584961e-01 5.175658464431762695e-01 3.358441591262817383e-01 4.224115610122680664e-01 5.316368341445922852e-01 3.832533061504364014e-01 3.775306642055511475e-01 3.291324675083160400e-01 3.980769217014312744e-01 4.348970651626586914e-01 3.584948182106018066e-01 3.728929460048675537e-01 3.186785280704498291e-01 4.608414173126220703e-01 3.318217694759368896e-01 3.874335587024688721e-01 4.024640619754791260e-01 4.992010295391082764e-01 5.004745125770568848e-01 4.835783541202545166e-01 4.882746934890747070e-01 4.137122631072998047e-01
6.032983660697937012e-01 2.210296094417572021e-01 2.441375702619552612e-01 4.691832065582275391e-01 2.051165997982025146e-01 3.624145686626434326e-01 3.839652836322784424e-01 3.445839881896972656e-01 3.159779608249664307e-01 3.766149878501892090e-01 3.518150150775909424e-01 4.131195247173309326e-01 4.100234508514404297e-01 3.747525811195373535e-01 3.445200622081756592e-01 3.708368837833404541e-01 4.177078902721405029e-01 4.363587498664855957e-01 4.228501319885253906e-01 3.246173560619354248e-01 3.988173604011535645e-01 2.776704430580139160e-01 3.351237773895263672e-01 2.687911987304687500e-01 2.384677082300186157e-01 3.495064079761505127e-01 2.929214835166931152e-01 2.894215583801269531e-01 1.378923803567886353e-01 2.878989279270172119e-01 4.122614860534667969e-01 2.594899237155914307e-01 3.766986429691314697e-01 5.021367669105529785e-01 4.048594832420349121e-01 3.859050869941711426e-01 3.937149345874786377e-01 4.638165831565856934e-01 4.003595411777496338e-01 3.531969189643859863e-01 4.670096933841705322e-01 4.103733301162719727e-01 3.400219976902008057e-01 3.759615421295166016e-01 3.528495132923126221e-01 2.963789701461791992e-01 4.605801701545715332e-01 4.180448353290557861e-01 3.914467394351959229e-01 3.164290785789489746e-01 3.032359182834625244e-01 3.620912134647369385e-01 5.531703829765319824e-01 4.891737997531890869e-01 4.921674728393554688e-01 4.861670732498168945e-01 3.050847351551055908e-01
4.713197946548461914e-01 4.572797417640686035e-01 4.719612896442413330e-01 3.020574152469635010e-01 5.398207306861877441e-01 4.733671545982360840e-01 4.016909301280975342e-01 4.047619104385375977e-01 2.911749482154846191e-01 4.023636877536773682e-01 3.511183559894561768e-01 3.831562995910644531e-01 3.640141189098358154e-01 3.726793527603149414e-01 4.286013543605804443e-01 4.407193660736083984e-01 3.880224525928497314e-01 3.665371239185333252e-01 3.311115801334381104e-01 3.824091851711273193e-01 4.399592280387878418e-01 3.608274459838867188e-01 1.990599930286407471e-02 1.673363298177719116e-01 3.934772312641143799e-01 2.355564236640930176e-01 2.854279279708862305e-01 2.286519259214401245e-01 3.203634321689605713e-01 3.740255236625671387e-01 6.043546199798583984e-01 4.982717335224151611e-01 2.206782847642898560e-01 4.794923961162567139e-01 4.031855165958404541e-01 4.671338796615600586e-01 4.546490311622619629e-01 3.017587959766387939e-01 3.571955859661102295e-01 2.811501622200012207e-01 2.621934115886688232e-01 4.354883730411529541e-01 3.544078469276428223e-01 3.270606994628906250e-01 4.242076277732849121e-01 1.433642804622650146e-01 5.565117597579956055e-01 3.312643766403198242e-01 3.420314788818359375e-01 3.214799463748931885e-01 4.881348013877868652e-01 3.808935582637786865e-01 5.170164704322814941e-01 4.664760231971740723e-01 5.037142634391784668e-01 4.702627956867218018e-01 5.175650119781494141e-01
4.902813434600830078e-01 4.641373455524444580e-01 4.158720374107360840e-01 3.969697058200836182e-01 4.505136609077453613e-01 3.226950466632843018e-01 3.367539346218109131e-01 3.435598313808441162e-01 2.268174439668655396e-01 2.600856423377990723e-01 2.617364823818206787e-01 3.841170370578765869e-01 3.264194428920745850e-01 4.105777442455291748e-01 3.476027250289916992e-01 3.998895287513732910e-01 3.911493420600891113e-01 3.924018442630767822e-01 3.643583953380584717e-01 3.162913918495178223e-01 3.768115937709808350e-01 3.218001425266265869e-01 4.053993821144104004e-01 2.160131484270095825e-01 2.712731957435607910e-01 2.348209172487258911e-01 4.036383330821990967e-01 3.636945486068725586e-01 3.572934269905090332e-01 3.504768908023834229e-01 3.419274389743804932e-01 3.934069871902465820e-01 4.839357435703277588e-01 4.507042169570922852e-01 4.307838082313537598e-01 5.676980614662170410e-01 3.860439956188201904e-01 3.843769431114196777e-01 4.310961961746215820e-01 4.686032831668853760e-01 2.868039608001708984e-01 3.196202516555786133e-01 4.387269616127014160e-01 4.002489745616912842e-01 4.516212046146392822e-01 3.568018972873687744e-01 4.270143210887908936e-01 4.127770066261291504e-01 3.697953522205352783e-01 3.154819905757904053e-01 3.599770963191986084e-01 2.599301636219024658e-01 4.523710608482360840e-01 4.463943839073181152e-01 3.985906839370727539e-01 4.498886466026306152e-01 3.434520959854125977e-01
4.712344706058502197e-01 4.325842559337615967e-01 4.882963001728057861e-01 4.494594633579254150e-01 3.944773077964782715e-01 3.701354861259460449e-01 3.557207286357879639e-01 4.668291509151458740e-01 4.945858120918273926e-01 2.658506631851196289e-01 2.902427911758422852e-01 3.438383042812347412e-01 3.332637846469879150e-01 4.415428936481475830e-01 4.656507074832916260e-01 3.765102624893188477e-01 4.717353284358978271e-01 4.182866811752319336e-01 3.180634081363677979e-01 3.498089909553527832e-01 3.618516623973846436e-01 5.154579877853393555e-01 2.149512022733688354e-01 2.867248356342315674e-01 2.596130371093750000e-01 3.187932372093200684e-01 4.466168582439422607e-01 4.809600710868835449e-01 3.894715309143066406e-01 2.534798681735992432e-01 4.700174629688262939e-01 3.803470432758331299e-01 4.043903350830078125e-01 5.247794985771179199e-01 4.875621795654296875e-01 4.547994732856750488e-01 4.754969477653503418e-01 2.776613533496856689e-01 4.736950695514678955e-01 3.126083612442016602e-01 4.818716347217559814e-01 4.313998818397521973e-01 3.926185071468353271e-01 4.648633599281311035e-01 3.948519825935363770e-01 3.729792237281799316e-01 3.264037370681762695e-01 4.315558969974517822e-01 5.021229386329650879e-01 4.588302075862884521e-01 3.531412482261657715e-01 3.231966197490692139e-01 2.828825414180755615e-01 5.101308822631835938e-01 3.950212895870208740e-01 4.764444530010223389e-01 5.171040296554565430e-01
4.978855252265930176e-01 5.023609399795532227e-01 4.902860224246978760e-01 4.602289497852325439e-01 3.636824786663055420e-01 3.986655473709106445e-01 4.566172361373901367e-01 3.407667279243469238e-01 3.506040275096893311e-01 3.615120351314544678e-01 3.320512771606445312e-01 3.740443289279937744e-01 2.788753807544708252e-01 3.671632409095764160e-01 3.704277873039245605e-01 3.895950317382812500e-01 4.452209770679473877e-01 3.888888955116271973e-01 3.955106735229492188e-01 3.570611774921417236e-01 3.315301537513732910e-01 3.913925290107727051e-01 4.115331172943115234e-01 3.768898546695709229e-01 3.219593763351440430e-01 3.615470826625823975e-01 4.210064411163330078e-01 3.713168203830718994e-01 4.185504019260406494e-01 3.773946464061737061e-01 4.215889871120452881e-01 3.769937157630920410e-01 3.435561060905456543e-01 3.878941237926483154e-01 4.305040836334228516e-01 3.132836222648620605e-01 2.711995244026184082e-01 3.374901115894317627e-01 4.070709645748138428e-01 4.285423755645751953e-01 3.614487051963806152e-01 4.063116312026977539e-01 2.843563258647918701e-01 3.743061125278472900e-01 4.328235983848571777e-01 3.898816406726837158e-01 3.657122850418090820e-01 3.511919975280761719e-01 3.574616611003875732e-01 3.814663887023925781e-01 2.915186583995819092e-01 2.819467782974243164e-01 3.619243204593658447e-01 3.262533545494079590e-01 3.649033010005950928e-01 3.775757551193237305e-01 3.840779066085815430e-01
4.588136076927185059e-01 5.304225087165832520e-01 4.469929933547973633e-01 3.311761319637298584e-01 4.348723292350769043e-01 4.180820584297180176e-01 3.783139586448669434e-01 3.303352296352386475e-01 3.885157704353332520e-01 3.218783438205718994e-01 1.955797821283340454e-01 4.848098456859588623e-01 2.800834774971008301e-01 2.703129053115844727e-01 2.709373235702514648e-01 4.166417121887207031e-01 4.027509689331054688e-01 3.360073268413543701e-01 3.991556465625762939e-01 3.058727681636810303e-01 4.249476492404937744e-01 5.017653107643127441e-01 3.912792801856994629e-01 3.822949528694152832e-01 3.446999192237854004e-01 3.536737263202667236e-01 3.949699997901916504e-01 2.197401374578475952e-01 3.238675892353057861e-01 4.271365404129028320e-01 3.513954281806945801e-01 3.662940561771392822e-01 3.282399475574493408e-01 3.736226558685302734e-01 2.973335981369018555e-01 3.091639578342437744e-01 3.597503304481506348e-01 2.577673494815826416e-01 3.624248206615447998e-01 4.284188151359558105e-01 4.185267984867095947e-01 4.214372634887695312e-01 3.048260509967803955e-01 4.525681436061859131e-01 3.936464190483093262e-01 3.637677729129791260e-01 1.862871944904327393e-01 5.189899206161499023e-01 3.747601807117462158e-01 3.950259089469909668e-01 3.651322126388549805e-01 4.052021801471710205e-01 2.682879865169525146e-01 3.656195402145385742e-01 4.125601649284362793e-01 4.113158285617828369e-01 3.457476496696472168e-01
